,id,date,tweet
28,1231765563736764416,2020-02-24 02:19:30+00:00,"https://t.co/WkpjD9GrlW 

#nyc #nycrealestate #yangladkov #gladkovgroup #kw #kwnyc #kwnyctribeca #tribeca #kellerwilliams #kellerwilliamsnyc #kellerwilliamstribeca #kelerwilliams #ny #newyork #newyorkcity #realestate"
29,1231792530418630656,2020-02-24 04:06:39+00:00,"Slow motion is always better than no motion. 🐢 
Working on me &amp; Appreciating my toughest critics in the process. 💼 📝 #bloopers #behindthescenes #realtorlife #realtor #international #realestate #nationwide… https://t.co/XXNQ36NmB6"
30,1231926125124870145,2020-02-24 12:57:30+00:00,#MondayMotivation #stunning #mountain #Views #multifamily #home #house w/4 #garages #location #location #location #Harz #mountains #Germany #Alemania #Deutschland2020 #Deutschland #International #realestate DM me for #DETAILS https://t.co/WZQbSMH94d
31,1232267433966174209,2020-02-25 11:33:45+00:00,"My latest: JPMorgan, once a dominant mortgage lender, lost $850m originating home loans in 2018 and barely broke even last year, according to sources. I took an inside look at the bank’s struggle and why execs privately think 2020 will be a comeback year https://t.co/TPO6ADNNaF"
32,1232271777453178880,2020-02-25 11:51:00+00:00,#TuesdayMotivation #TuesdayThoughts Won’t last: #prime #realestate #investment #realestateforsale #location #Germany #Deutschland #Alemania #Harz #Mountains #view DM me for details https://t.co/KaZqimRlzo
33,1232317642842624002,2020-02-25 14:53:16+00:00,Finding your dream home can involve a lot of internet surfing. Want help navigating the home buying process? I'm here to help. #thehelpfulagent #houseexpert #realestate #househunting #listreports #realestateagent @… https://t.co/Q5PVm21z4s
34,1232433559731748864,2020-02-25 22:33:52+00:00,"What a great time at the @rebny panel this morning!  Thanks for having us!

#realestate #realestateagent #nyc @ New York, New York https://t.co/7d9iWuDhOL"
35,1232613603230060550,2020-02-26 10:29:18+00:00,"Troll patrol in the studio bathroom. My #dream #nyc house Reno continues.

#art #artist #chef #color #photo #luxe #beauty #contemporaryart #fashion #troll #statue #realestate #red #architecture #decor #fun… https://t.co/vQaB9BNGYs"
36,1232755208540872704,2020-02-26 19:51:59+00:00,Patients being tested for coronavirus in Nassau and Westchester counties but no reports in NYC. The housing market is so bad it’s keeping even viruses out send tweet
37,1232767228887490565,2020-02-26 20:39:45+00:00,"After only 3 weeks on the market, we had a bidding war and signed contracts over ask at 245 East 50th Street, 2A!

#realestate #midtown #dreamteam #nyc @ Midtown East https://t.co/ik4cyBqUqA"
38,1232772104568950785,2020-02-26 20:59:08+00:00,"Capital Advisory Workshop @b6realestate 

#realestate #cre #capitaladvisory #debtbrokerage #nycrealestate https://t.co/KGv34VQsNG"
39,1232900536657158145,2020-02-27 05:29:28+00:00,"Who wants it?!  My apartment, my design, my magical light filled mini-loft in Chelsea. Come and get it! Most popular listimg on Streeteasy this week! Helleaux. #streeteasy #realestate #chelsealoft #chelsea #manhattan… https://t.co/ZEHxuSnGJH"
40,1232927418211500032,2020-02-27 07:16:17+00:00,@YoChengerrr The rent that is usually 2 to three times their mortgage? It hurts right? It’s really crazy man I’ve noticed it over the years. It should be taboo but it’s not man
41,1233018334838448131,2020-02-27 13:17:34+00:00,Remodeling can add value to your home - both financially and emotionally. Want to learn more about which renovations add the most resale value? Let's talk! #thehelpfulagent #realestate #houseexpert #home #reno… https://t.co/NWg7RCYcst
42,1233036508363358208,2020-02-27 14:29:46+00:00,Do you what your current rate is? It’s time to review your mortgage!          #freeconsultation #savemoney #refinace #createcashflow #billnickerson #wealthmanagement #reduceterm #reducepayments #payoffdebt #renovate… https://t.co/PkxaDnLalL
43,1233071271010881538,2020-02-27 16:47:55+00:00,"CG @Jorge_IslasLo gave the opening remarks at the 7th Annual U.S.-MEX Real Estate Investment Summit, organized by @usmcocne1 and @INMOBILIARE, and highlighted the opportunities to invest in Mexico in the #RealEstate sector, as part of the Federal Government's strategic projects. https://t.co/DfGUdZSI2h"
44,1233121157391491077,2020-02-27 20:06:08+00:00,#ThursdayThoughts #Residential #RealEstate #SF #BayArea #Homeowners https://t.co/ASSNBmlyFT
45,1233374841992044544,2020-02-28 12:54:11+00:00,"1 bed apartment for rent.#parkavenue #centralpark at your doorstep. 6 train, restaurants all within minutes.  #realestateagent #realestate #realtor #home #property #forsale #realtorlife #realestatelife… https://t.co/IH86doT9sP"
46,1233486522361491457,2020-02-28 20:17:58+00:00,JPMorgan shifts scores of workers to mortgages to handle boom https://t.co/4DZuJoIT5z
47,1233518299830521863,2020-02-28 22:24:14+00:00,"Finalizing your weekend plans? 

Join REZI for our March Madness Open House!

From 11am - 3pm we’ll be showcasing units at 70 W 45th &amp; 15 W 55th!

👏Bonus 👏

Sign your lease before March 14th and don’t pay any rent until May!

#openhouse #realestate #nyc #midtown #luxury https://t.co/NseLxionuz"
48,1233518770192293889,2020-02-28 22:26:07+00:00,Damn. I never smiled this big before in my life. #hudson #hudsonvalley #manhattan #realestate @ Hudson Yards New York https://t.co/3TqU5p9FIV
49,1233518811653005319,2020-02-28 22:26:17+00:00,"At it again. #newyork #manhattan #realestate #entrepreneur #noboss #hardworkpays @ ""New York City-The City that Never Sleeps"" https://t.co/JugSLVg0eF"
50,1233618302498463745,2020-02-29 05:01:37+00:00,Do y’all ever see a photo of a baby who is definitely a month behind on the mortgage even though they just refinanced?
51,1233782606140989440,2020-02-29 15:54:30+00:00,It is impossible to buy a toaster that has a 20% chance of bursting into flames &amp; burning down your house. But it is possible to buy a mortgage that has a 20% chance of losing your home. The difference is #regulation (and @ewarren) https://t.co/TAkKdVHOKb
52,1234117487421206528,2020-03-01 14:05:12+00:00,"The housing crisis damages the young + working class in every city in the world

If the market was going to solve it, it would have

But capitalism treats housing “like diamonds + Rembrandts”

Solidarity w @D_C_H_A for fighting back in Ireland! ✊🏾✊🏼✊🏿✊🏽
https://t.co/RaLHJh8Vme"
53,1234120336783937536,2020-03-01 14:16:31+00:00,"Excellent News! #Economy #RealEstate #USA 

https://t.co/wiwp438c8A"
54,1234174236568301570,2020-03-01 17:50:42+00:00,Contact @JCosentino @JCosentino today for all your Real Estate needs and questions #morrisparkrealtygroup #westchesterrealtyconsultants #bronx #westchester #realestate #realtors #homeselling #homebuying #investments… https://t.co/AKmHXlAUne
55,1234494591924985868,2020-03-02 15:03:41+00:00,"Find security in your future house. Just send me a message to get started.

📲1.718.450.6670
📧Sales@Akeemasweethomes.com 

 #thehelpfulagent #security #househunting #home #houseexpert #realestate #suzeorman… https://t.co/1rerUGw8uC"
56,1234496304543420416,2020-03-02 15:10:29+00:00,"@matthewstoller @CFPB was out of control under @BarackObama and @RichCordray, billions in unnecessary fines imposed on shareholders of banks, mortgage firms. The victims paid the freight. #extortion"
57,1234546239103852546,2020-03-02 18:28:54+00:00,"With Ryan the Lion at his new $6m listing in TriBeCa.

#tribeca #nyc #mdlny #luxury #scottwaldman #realestate #luxuryrealestate #milliondollarlisting #oneofakind @ Tribeca https://t.co/jX1ck5ee6A"
58,1234552541771436033,2020-03-02 18:53:57+00:00,An investment firm owned by Japan’s @SoftBank bought the defaulted mortgage on a downtown luxury condo tower @jonathanmiller https://t.co/sIAQubsmeX via @WSJ #fortress
59,1234644699853533184,2020-03-03 01:00:09+00:00,All The Single Ladies...Are Losing In The Housing Market  https://t.co/HYdjWHZNC2
60,1234688109939433472,2020-03-03 03:52:39+00:00,@IlhanMN Or mortgage
61,1234804431092428801,2020-03-03 11:34:52+00:00,Can China’s Mixed-Use Development Model Save US Department Stores? | Jing Daily https://t.co/Cnk9PwGUlR #retail #realestate #mixeduse #China #CRE #departmentstores #futureofretail
62,1234880711112482818,2020-03-03 16:37:59+00:00,"I got to help on the housing plans for @BernieSanders + @ewarren as snr housing advisor for @DataProgress and respect both approaches (lol on @MikeBloomberg tho)
They differ in scale + philosophical approach in key ways. Mainly BS says market is to blame EW says market is broken"
63,1234880717701689345,2020-03-03 16:38:00+00:00,"The market can’t solve the housing crisis. It’s causing it. We need local, non market solutions via #HomesGuarantee and federal aid. Biden didn’t care. Out. Bloomberg gave NYC to developers. He’s out. Warren has a good plan but Bernie’s plan is great. Let’s get Bernie in!"
64,1234957228572057600,2020-03-03 21:42:02+00:00,"Kitchen goals. That’s all. #dealsinheels #realestate #kitchendesign #kitchengoals @ New York, New York https://t.co/OxVXaytEZ3"
65,1235177092205162496,2020-03-04 12:15:41+00:00,"What would convince you to move❓

Interested in relocating but not sure where to start? Let's talk 📞

- I'm here to help! 👩🏾‍💼

#thehelpfulagent #househunting #houseexpert #home #realestate #listreports… https://t.co/2X51Nb3pCa"
66,1235177961659211776,2020-03-04 12:19:09+00:00,@MichaelKantro @MariaBartiromo @csm_research @dagenmcdowell Spread between UST and mortgage rates at all time high.
67,1235207530231615488,2020-03-04 14:16:38+00:00,"Show me what you got Wednesday! I hope everyone else is feelin’ as good as I am today!
.
.
.
.
.
#corcoran #livewhoyouare #nycrealestate #newyorkrealestate #realestateagent #realestate #luxuryrealestate… https://t.co/2gyuNJwTLs"
68,1235243111267176448,2020-03-04 16:38:02+00:00,"Exploring the relationship between the stock market 📈 and real estate prices. 🏠
.
.
.
#realestate #stockmarket #investment #nasdaq #manhattan #newyork #nowisthetinetobuy #buyersmarket #condo #homeforsale #纽约买房 #纽约置产… https://t.co/bYSwgBObe4"
69,1235261482138570754,2020-03-04 17:51:02+00:00,@karenhunter Paid my mortgage
70,1235271973812326400,2020-03-04 18:32:43+00:00,"Douglas Elliman. New Branding.  #thenextmoveisyours #realestate #luxuryrealestate #luxurylifestyle @ New York, New York https://t.co/pdAjMBh3zQ"
71,1235280754667552768,2020-03-04 19:07:36+00:00,"So in 💕 with this charming alcove studio at 186 East 2nd Street, 8!

Now priced at $500,000.
DM @JackIsquith to schedule a showing.

#eastvillage #nyclife #studio #realestate @ East Village, Manhattan https://t.co/EalhOJSnKt"
72,1235321132112318464,2020-03-04 21:48:03+00:00,Real Estate #realestate @realestateband #busking #coconuts @brokencoconut1 #newjerseyrocks #othermusic @othermusic #themainthing @ Other Music https://t.co/qTc6xA5A5A
73,1235323856157626377,2020-03-04 21:58:53+00:00,"Happy closing day to our sellers at 130 Jane Street 4/5/6E! 🥂

We know the buyers will love designing their new home in this white-boxed triplex!

#realestate #luxurylistings #closingday #justsold #triplex #rooftop @… https://t.co/IXIqrQk3ZX"
74,1235365850833719298,2020-03-05 00:45:45+00:00,A mortgage hits different than rent.
75,1235397534786498560,2020-03-05 02:51:39+00:00,@TimDuy @markets 2% mortgages are a hell of a drug!
76,1235557578312163329,2020-03-05 13:27:36+00:00,"[3D STILL RENDER INTERIOR] - With her courage and kindness, she inspired me.. I realised that she wore her strong heart like a crown.. I saw a queen in front of me.. Felt like a king ❤

https://t.co/IvUYVqdCbg 

#3D #3danimation #Rendering #Animation #photorealism #realestate https://t.co/Up11hNnL4E"
77,1235572073969455112,2020-03-05 14:25:12+00:00,@matthewjdowd Agree.  I’m all for programs that provide loan repayment assistance or make it easier to get a mortgage if you have loans etc. but just wiping out all student loan debt for the current generation?  Why?
78,1235653200339845121,2020-03-05 19:47:34+00:00,"Did you catch our February newsletter?! 

Follow this link to check out everything the team has going on! 👇🏻
https://t.co/r59oh0q4mo

#realestate #newsletter #february #nyclife @ The Harkov Lewis Team https://t.co/MPLraDWDD7"
79,1235658295530188800,2020-03-05 20:07:49+00:00,"🚨🚨🚨
Mortgage rates are at historic lows!

Our advice ⬇️
https://t.co/y9J3rDp4nA

#important #mortgage #economy #savemoney @ The Harkov Lewis Team https://t.co/plFPRqEOS2"
80,1235665547775205377,2020-03-05 20:36:38+00:00,"Oh hey @curbed !! We see you checking out 161 East 110th Street, 6K!! 🙌🏻

Thanks for the shout out!
DM @JackIsquith to schedule a showing.

#realestate #press #condo #eastharlem @ East Harlem https://t.co/AUQYncRUPX"
81,1235729329159639041,2020-03-06 00:50:05+00:00,"The #singing #broker .. Rehearsing for a showcase in the spring . Who wants to write a #play with me ? How about "" #RealEstate the #Musical "" :) 

#broadway 's broker #milliondollarlistingny #bravo #corcoran… https://t.co/jhLZHvf9Vd"
82,1235767358091862017,2020-03-06 03:21:12+00:00,"Ryan Dezember, of @WSJ, interviewed me for his book about the death of the American dream and how I have worked to restore it. Coming Soon! #AmericanDream #RealEstate #realestateinvesting #nashvillerealestate #affordablehousing #onlyinamerica #wallstreetjournal https://t.co/EAyOF2Fm8x"
83,1235831529827233792,2020-03-06 07:36:12+00:00,The US 30-year yield falls to 1.41 implying a 30-year fixed mortgage rate of 2.9%. https://t.co/CR1GcXuIwr
84,1235926039538397185,2020-03-06 13:51:44+00:00,@Mudguy2013 @GrantMBeasley I think I’m the only one that should finance $mko.v with a mortgage.
85,1235990113227767812,2020-03-06 18:06:21+00:00,"I actually went over some data with my daughter last night specifically social media influencers income, housing market, nyc housing market"
86,1236123570310430726,2020-03-07 02:56:39+00:00,Open House in Yorkville tomorrow between 1-2pm at 163 east 87th street! Gorgeous 1bedroom $2500 #Apartments #realestate #rental #corcoran #compass #rebny https://t.co/7HiSjHASAQ
87,1236392346784346113,2020-03-07 20:44:41+00:00,Except how much of that $3100 is from mortgage breaks and other write offs? https://t.co/HZSu2qpzAI
88,1236437564892098562,2020-03-07 23:44:22+00:00,The Termination of LIBOR An Update on Implications for the Mortgage Market: https://t.co/zFqCMR4471 via @urbaninstitute @MortgageLaurie
89,1236787450489561089,2020-03-08 22:54:41+00:00,"Staying safe and taking precautions against the Coronavirus #coronavirus #realestate #thesakalisteam @ New York, New York https://t.co/rtLyaRyxpi"
90,1236805906530275330,2020-03-09 00:08:01+00:00,"#realestate #newdevelopments #surrogate 

Property hunting for clients ...thank you maoneworld for your expertise! @ Lexington Avenue–63rd Street https://t.co/aPSsTvn3IR"
91,1236847469419548679,2020-03-09 02:53:10+00:00,"I agree @DanielAlpert; select #RealAssets and #RealEstate will be relative positive trades, especially those supporting #DigitalInfrastructure @NYUSchack @NYUStern https://t.co/8iqcmwKwsw"
92,1236865412391784450,2020-03-09 04:04:28+00:00,"#Attorney #TaliyaBashani is originally from #Israel , she is a #powerhouse #entrepreneur who owns her own #realestate #lawfirm. If you know anyone looking to #buy or #sell #nyc #realestate I highly recommend her !… https://t.co/EhfW72p3Vm"
93,1236988603630325760,2020-03-09 12:13:59+00:00,"If you want that Box. 
@roddyricch 
And If you’re in a position where you can buy a home check out my IG @pierrefitnyc directo loan application in bio. Stay blessed
🏡 🏠 💰 

#homeloan #mortgage #realestate #homeloans… https://t.co/1tM5zmpqvn"
94,1236988603630325760,2020-03-09 12:13:59+00:00,"If you want that Box. 
@roddyricch 
And If you’re in a position where you can buy a home check out my IG @pierrefitnyc directo loan application in bio. Stay blessed
🏡 🏠 💰 

#homeloan #mortgage #realestate #homeloans… https://t.co/1tM5zmpqvn"
95,1237010954640150528,2020-03-09 13:42:48+00:00,"@tarenceray Nah, it’s the mortgage payment lol"
96,1237027689833299970,2020-03-09 14:49:18+00:00,If I’m a sovereign wealth fund I think I need to be swapping out of treasuries into mortgages right now for the massive yield pick up. And I need to hedge my convexity in some size.
97,1237045716251533315,2020-03-09 16:00:56+00:00,"Exciting News!!!! 

I am putting together an Advisory Committee for #AnySizeDealsWeek - The Festival of Real Estate Innovation that takes place from Sep 8 - 11, 2020 @VenetianVegas in Las Vegas. 

APPLY @ https://t.co/88mxtrTT14…
#realestate #cretech #proptech #contech"
98,1237045779531026434,2020-03-09 16:01:11+00:00,"Exciting News!!!! 

I am putting together an Advisory Committee for #AnySizeDealsWeek - The Festival of Real Estate Innovation that takes place from Sep 8 - 11, 2020 @VenetianVegas in Las Vegas. 

APPLY @ https://t.co/ox0wJPRZe9…
#realestate #cretech #proptech #contech"
99,1237051441849737216,2020-03-09 16:23:41+00:00,"👉The latest on stocks
👉The Fed makes a surprise cut
👉Mortgage rates hit a record low @ New York, New York https://t.co/c76HDE9jQh"
100,1237084249947353089,2020-03-09 18:34:03+00:00,"@arpitrage @sharatganapati In Soviet America, home mortgage you!"
101,1237084321971830784,2020-03-09 18:34:20+00:00,"@ScottWapnerCNBC Could see general increase in credit cost accelerate at banks due to COVID19 disruption. Already rising from low base ex mortgage....
... @ReformedBroker @JeffCoxCNBCcom"
102,1237404824959844355,2020-03-10 15:47:54+00:00,Four great properties to choose from with amazing views. Make an appointment for a private tour today. #halsead #realestate #luxuryrealestate #nyc #condo #village #greenwichvillage #westvillage #uppereastside… https://t.co/VYLIyRkLjW
103,1237760622961610758,2020-03-11 15:21:43+00:00,"#justlisted | 1165 Third Ave @ corner of 68th St. 3,300 sf Ground + 2,095 sf Basement. 85’ wrap-around frontage. ALL USES CONSIDERED. Contact @CoryZelnik of @zelnikco
for more info! #UES #NYC #NewYorkCity #Realestate #nycre #RetailLife #Brokerage #newproperty #newtomarket #CRE https://t.co/VI4EkO7q6N"
104,1237768253549752321,2020-03-11 15:52:02+00:00,"Leases &amp; Checks 
——
#maidenlane #manhattan #realestate #rentals #sales #bikingbrokernyc #nyc @ SMG 80 Maiden Lane https://t.co/loAY58rVSA"
105,1237835597982638081,2020-03-11 20:19:39+00:00,This crazy time when mortgage rates are down and people are calling my phone off the hook- I still need my sanity #lovelife #yogaeverydamnday #yogi #yogaworks #reflection #gratitude #loveoneanother #yoga #bosslife… https://t.co/ngreC7nlMQ
106,1237843820147912705,2020-03-11 20:52:19+00:00,"@Tracktwentynine If it makes you feel better, I considered converting my flight to Chicago to the Lake Shore Limited, but turns out roomettes are still priced as small mortgage payments."
107,1237855908190810112,2020-03-11 21:40:21+00:00,"Winding up and winding down these stairs all day! My #dream #nyc brownstone reno continues. 

#art #artist #chef #color #photo #luxe #beauty #contemporaryart #sustainable #antiques #architecture #realestate… https://t.co/SHvJirMHQ4"
108,1237862099465822208,2020-03-11 22:04:57+00:00,How come Italy can pause bills/mortgage payments but the US can’t. Explain this to me like I’m 8 years old.
109,1237880186957221888,2020-03-11 23:16:49+00:00,"Italy: Due to the strains of Coronavirus on our society, we are suspending mortgage payments until such &amp; such a date. 

America: No, we will not provide medical coverage for our part time TSA agents - they’re not getting anything and we think it’s a good idea. #COVID19"
110,1237924192273813507,2020-03-12 02:11:41+00:00,@waltshaub And the mortgage relief
111,1238058831994855424,2020-03-12 11:06:42+00:00,"Is it the curls or curves? My extraordinary staircase! My #dream #nyc brownstone reno continues. 

#art #artist #chef #color #photo #luxe #beauty #contemporaryart #sustainable #antiques #architecture #realestate… https://t.co/SDSLFOYhyb"
112,1238112398340493313,2020-03-12 14:39:33+00:00,"We're pleased to share our most recent newsletter. Take a moment to catch up on R&amp;E's recent awards, victories, articles, events and the like. Link in bio!
.
.
.
.
.
.
#nycrealestateattorney #realestate… https://t.co/9BHETPITvT"
113,1238178339363467271,2020-03-12 19:01:35+00:00,If we’re bailing out the stock market can we suspend mortgage and rent payments and use government money to pay landlords/banks?
114,1238211022751662081,2020-03-12 21:11:27+00:00,"LISTEN TO ME YOUNG PEOPLE...the money IS GONE...COMPANIES HAVE PULLED OUT.. You are WATCHING THEM CLOSE... THERE IS NO PLAN FOR YOU. You still OWE STUDENT LOANS, MORTGAGES, YOU WONT HAVE HEALTH INSURANCE."
115,1238230943590166528,2020-03-12 22:30:36+00:00,"https://t.co/Ch1lo1K9Cq
#newyorkcity #newyorkers #nyc #ilovetheupperwestside #iloveyou #ilovenewyork 
Stay healthy stay safe. Its NOT all about the money #realestate 
Our safety comes first @ New York, New York https://t.co/2w9Ro0kF2p"
116,1238233854147772420,2020-03-12 22:42:10+00:00,"🖥️WORK from HOME if you could.   💻⁠⠀
⁠⠀
#NYC #brooklyn #manhattan #lgbt #investment #newdevelopment #thursday #theinhousegroup #realestate #March #interiordesign #design #home #homeoffice #design #designer… https://t.co/8YooXx4W11"
117,1238257020551249920,2020-03-13 00:14:14+00:00,"🍴COOK dinner @ HOME🍴⁠⠀
⁠⠀
Home is the place to be right now.   ⁠⠀
⁠⠀
⁠⠀
#NYC #brooklyn #manhattan #lgbt #investment #newdevelopment #thursday #theinhousegroup #realestate #March #interiordesign #design #home  #design… https://t.co/06LMV7HKl6"
118,1238585235077562368,2020-03-13 21:58:26+00:00,"@abhworthington I 100% support this, but the mortgage interest deduction is not what it once was."
119,1238645297787666432,2020-03-14 01:57:06+00:00,@NateSilver538 @TheStalwart Forget the mortgage OAS turns out Vegas is where the real arb is!
120,1238841339313356807,2020-03-14 14:56:06+00:00,"Mortgage rate rise increases pressure for Fed intervention
MBS backed up a lot late in week, causing much yowling in secondary channel.... @bhgreeley
We'll stick have record year in '20.
 https://t.co/oqv2eMIBL6 via @financialtimes"
121,1238852312577212418,2020-03-14 15:39:42+00:00,The US Should Suspend Mortgage and Rent Payments During Virus Crisis https://t.co/IKFr7g49UM
122,1239107980173414400,2020-03-15 08:35:38+00:00,"Czy Waszym zdaniem taka nowojorska architektura przyjęłaby się w Krakowie?

#nowemiejsce #abcre #powad #nowyjork #newyork #nyc #realestate #krakow #nieruchomosci w: New York, New York https://t.co/CFM8RuWFTo"
123,1239299793492611078,2020-03-15 21:17:50+00:00,Y’all I’m about to call my mortgage loan company and drop this rate !
124,1239320963168296962,2020-03-15 22:41:57+00:00,Guys this does not mean mortgage rates are zero. But they’re are super low! https://t.co/HmFDWyBqJp
125,1239321579651301379,2020-03-15 22:44:24+00:00,"B - Focus on CREDIT (I use @creditkarma) by paying attention to credit card reports (or for simplicity stick to 1 credit card), student loans &amp; mortgages. Always pay down high interest accounts first or if you’re starting from scratch look into building credit @SelfLender 9/"
126,1239389886865641474,2020-03-16 03:15:50+00:00,This is unbelievable. While mortgage and rent payments will drive much of the headlines easing the mind of someone over a $200 bill goes a long way https://t.co/Zf6qhiLiuB
